FIPSCode,State,JurisdictionName,D1a,D1Comments,D2a,D2b,D2c,D2d_Other,D2d,D2e,D2f,D2g_Other,D2g,D2Comments,D3a,D3Comments,D4a,D4b,D4c,D4d,D4e,D4f,D4Comments,D5,D5Comments
57100,WI,CITY OF NEW RICHMOND - ST. CROIX COUNTY,2,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",22, ,0,0,0,1,13,8,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",2,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
57200,WI,TOWN OF NEWTON - MANITOWOC COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",13, ,0,0,0,0,5,8,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",4,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
57225,WI,TOWN OF NEWTON - MARQUETTE COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",2, ,0,0,1,1,1,2,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",2,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
57325,WI,CITY OF NIAGARA - MARINETTE COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",7, ,0,0,0,0,2,5,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",1,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
57350,WI,TOWN OF NIAGARA - MARINETTE COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",14, ,0,0,0,6,5,3,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
57375,WI,VILLAGE OF NICHOLS - OUTAGAMIE COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",4, ,0,0,0,1,1,2,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",2,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
57450,WI,TOWN OF NOKOMIS - ONEIDA COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",7, ,0,0,0,0,6,1,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
57600,WI,TOWN OF NORRIE - MARATHON COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",10, ,0,0,1,2,5,2,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",4,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
57700,WI,VILLAGE OF NORTH BAY - RACINE COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",0, ,0,0,0,0,0,0,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",6,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
57775,WI,TOWN OF NORTH BEND - JACKSON COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",9, ,0,0,0,3,6,0,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
57975,WI,TOWN OF NORTHFIELD - JACKSON COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",5, ,0,0,0,1,2,2,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
58000,WI,VILLAGE OF NORTH FOND DU LAC - FOND DU LAC COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",15, ,0,0,1,5,7,2,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
58025,WI,VILLAGE OF NORTH FREEDOM - SAUK COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",0,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",4, ,0,0,0,1,1,2,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",5,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
58050,WI,VILLAGE OF NORTH HUDSON - ST. CROIX COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",16, ,0,0,0,2,7,7,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
58125,WI,TOWN OF NORTH LANCASTER - GRANT COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",0,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",5, ,0,0,0,1,0,4,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",2,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
58400,WI,VILLAGE OF NORTH PRAIRIE - WAUKESHA COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",5, ,0,0,0,2,3,0,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
58575,WI,VILLAGE OF NORWALK - MONROE COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",6, ,0,0,0,2,3,1,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
58600,WI,TOWN OF NORWAY - RACINE COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",37, ,0,0,1,4,17,15,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
58700,WI,TOWN OF NORWOOD - LANGLADE COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",6, ,0,0,0,2,4,0,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
58800,WI,CITY OF OAK CREEK - MILWAUKEE COUNTY,6,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",6,6,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",86, ,8,0,1,39,34,4,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
58850,WI,VILLAGE OF OAKDALE - MONROE COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",7, ,0,0,0,2,3,2,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",2,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
58875,WI,TOWN OF OAKDALE - MONROE COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",5, ,0,0,0,1,4,0,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
58900,WI,VILLAGE OF OAKFIELD - FOND DU LAC COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",9, ,0,0,0,0,9,0,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
58925,WI,TOWN OF OAKFIELD - FOND DU LAC COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",5, ,0,0,1,2,0,2,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
58950,WI,TOWN OF OAK GROVE - BARRON COUNTY,1,"IN WI, PRECINCTS ARE REFERRED TO AS ""WARDS"".  IN MUNICIPALITIES SMALLER THAN 35,000 POPULATION, ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",7, ,0,0,0,3,3,1,"IF ELECTION WORKERS SERVED MULTIPLE REPORTING UNITS WITHIN THE SAME POLLING PLACE, THEY MAY BE COUNTED MORE THAN ONCE DEPENDING ON HOW THE LOCAL JURISDICTION SUBMITTED THEIR COUNTS",-8888888,"MUNICIPALITIES REPORTED THE DIFFICULTY BY REPORTING UNIT.  IN SOME CASES, A MUNICIPALITY MAY HAVE REPORTED DIFFERENT DIFFICULTY LEVELS IN DIFFERENT REPORTING UNITS ACROSS THE SAME MUNICIPALITY.  IN THIS CASE, THE PREDOMINANT DIFFICULTY LEVEL FO"
59000,WI,TOWN OF OAK GROVE - DODGE COUNTY,2,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",10, ,0,0,0,2,2,6,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",4,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
59025,WI,TOWN OF OAK GROVE - PIERCE COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",11, ,0,0,0,5,5,1,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",2,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
59075,WI,TOWN OF OAKLAND - BURNETT COUNTY,1,"IN WI, PRECINCTS ARE REFERRED TO AS ""WARDS"".  IN MUNICIPALITIES SMALLER THAN 35,000 POPULATION, ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",5, ,0,0,0,0,1,4,"IF ELECTION WORKERS SERVED MULTIPLE REPORTING UNITS WITHIN THE SAME POLLING PLACE, THEY MAY BE COUNTED MORE THAN ONCE DEPENDING ON HOW THE LOCAL JURISDICTION SUBMITTED THEIR COUNTS",2,"MUNICIPALITIES REPORTED THE DIFFICULTY BY REPORTING UNIT.  IN SOME CASES, A MUNICIPALITY MAY HAVE REPORTED DIFFERENT DIFFICULTY LEVELS IN DIFFERENT REPORTING UNITS ACROSS THE SAME MUNICIPALITY.  IN THIS CASE, THE PREDOMINANT DIFFICULTY LEVEL FO"
59100,WI,TOWN OF OAKLAND - DOUGLAS COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",7, ,0,0,0,3,3,1,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",2,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
59125,WI,TOWN OF OAKLAND - JEFFERSON COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",10, ,0,0,0,6,3,1,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",4,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
59225,WI,TOWN OF OASIS - WAUSHARA COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",3, ,0,0,0,0,2,1,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",4,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
59250,WI,CITY OF OCONOMOWOC - WAUKESHA COUNTY,4,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",4,4,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",44, ,0,0,0,8,9,27,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
59275,WI,TOWN OF OCONOMOWOC - WAUKESHA COUNTY,4,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",3,3,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",44, ,0,0,0,0,12,32,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",4,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
